email	account	purpose
basketball	court	purpose
class	harlot	loc_part_whole
state	surplus	owner_emp_use
crime	unit	purpose
tourist	visa	owner_emp_use
tourist	industry	owner_emp_use
competition	authority	purpose
share	repurchase	objective
factory	town	containment
school	committee	owner_emp_use
voter	initiative	causal
blood	sample	containment
forestry	official	purpose
reservation	clerk	purpose
government	move	causal
crop	area	containment
money	loser	objective
ore	body	containment
state	superintendent	owner_emp_use
marketing	study	objective
job	situation	other
credit	quality	complement
takeover	defense	purpose
drug	abuser	objective
speech	writer	objective
software	supplier	objective
night	watchman	time
door	opener	objective
apartment	construction	objective
opposition	camp	containment
bladder	cancer	loc_part_whole
retirement	money	purpose
dairy	company	owner_emp_use
car	inventory	containment
marriage	ceremony	purpose
analyst	projection	causal
transit	center	purpose
share	deal	topical
home	region	attribute
fitness	test	objective
car	driver	objective
land	issue	topical
club	team	loc_part_whole
city	program	owner_emp_use
employee	survey	objective
core	capital	attribute
fishing	pole	purpose
shooting	attack	causal
production	volume	containment
livestock	price	complement
store	group	owner_emp_use
aviation	official	purpose
market	dominance	objective
land	developer	objective
hospitality	suite	purpose
immigrant	child	attribute
security	gain	objective
television	comedy	loc_part_whole
product	manufacturer	objective
food	crisis	other
protection	organization	purpose
night	sky	time
achievement	award	causal
kilometer	race	other
blockbuster	credits	complement
interceptor	missile	attribute
peace	group	other
teaching	credential	purpose
gunshot	wound	causal
managing	network	purpose
compromise	measure	attribute
forestry	operation	purpose
office	massage	loc_part_whole
mahogany	chair	containment
restaurant	editor	other
protest	organizer	objective
company	site	containment
withdrawal	agreement	topical
grunt	work	other
oil	tycoon	purpose
factory	order	owner_emp_use
oil	shock	causal
state	study	causal
software	glitch	other
career	diplomat	time
ski	vacation	purpose
labor	unrest	cause
temperature	change	objective
fruit	jam	containment
house	price	complement
ginger	ale	containment
year	member	other
campaign	poster	complement
bank	share	complement
pipeline	system	containment
evacuation	center	purpose
splinter	group	attribute
investment	account	purpose
contract	system	other
price	move	objective
replacement	tire	purpose
transportation	sector	purpose
credit	report	topical
sale	price	complement
eradication	campaign	purpose
telephone	company	purpose
advance	ticket	time
error	margin	complement
government	attorney	owner_emp_use
jailhouse	informant	loc_part_whole
recession	fear	topical
stadium	site	containment
policy	priority	other
leadership	ability	purpose
adrenaline	rush	causal
plant	disease	loc_part_whole
manufacturing	capacity	purpose
fault	line	attribute
military	authority	purpose
market	researcher	objective
city	upbringing	loc_part_whole
quake	cleanup	objective
fuel	cost	complement
weekend	summit	time
price	tag	topical
foot	cliff	other
membership	talk	topical
investment	opportunity	purpose
district	authorities	owner_emp_use
sports	center	other
labor	party	owner_emp_use
service	worker	purpose
charter	change	objective
job	hunting	objective
contract	trading	objective
corruption	probe	other
plant	manager	objective
cooperation	accord	topical
inspection	crisis	other
hormone	level	containment
milk	man	purpose
vinyl	record	containment
market	opportunity	other
delegate	complaint	causal
grain	trader	objective
meter	record	other
city	gent	loc_part_whole
liability	claim	objective
property	portfolio	containment
procurement	practice	purpose
solo	shot	attribute
fraud	count	containment
ball	cap	purpose
police	protection	causal
frontier	folklore	topical
operating	right	purpose
semifinal	loser	objective
nonfiction	list	containment
health	science	topical
disaster	official	purpose
patrician	comfort	cause
color	videotape	other
drug	proceeds	causal
signal	detection	objective
penny	stock	other
tourist	dollar	causal
knee	ligament	loc_part_whole
relation	office	purpose
budget	writer	objective
export	policy	topical
cost	burden	causal
street	violence	loc_part_whole
food	division	purpose
shipping	group	purpose
banking	activity	attribute
college	basketball	loc_part_whole
heart	surgery	other
computer	designer	objective
rehabilitation	project	purpose
deputy	speaker	attribute
revenue	gain	objective
quality	improvement	objective
reorganization	plan	objective
food	sale	objective
water	diversion	objective
border	treaty	topical
opposition	rally	causal
media	event	attribute
law	officer	purpose
telecommunication	satellite	purpose
helicopter	pad	owner_emp_use
testosterone	level	containment
hood	ornament	loc_part_whole
associate	commissioner	attribute
violin	concerto	other
pichia	pastoris	other
athlete	village	containment
bonus	plan	objective
pricing	plan	objective
energy	security	complement
fund	raiser	objective
sensing	technology	purpose
business	executive	complement
war	criminal	other
military	official	owner_emp_use
aids	research	objective
libel	law	topical
chest	disease	loc_part_whole
panic	buying	causal
border	authority	purpose
productivity	gain	objective
maximum	roll	attribute
material	technology	other
finance	group	purpose
water	equipment	purpose
land	market	purpose
bankruptcy law	proceeding	topical
mortgage	bank	other
rye	sourdough	containment
trade	system	purpose
vehicle	part	loc_part_whole
beach	area	containment
eye	color	complement
bank	fund	owner_emp_use
workout	program	purpose
spring	rain	time
year	maturity	other
fraud	case	other
leather	goods	containment
prison	construction	objective
member	agent	attribute
army	officer	owner_emp_use
money	cost	complement
family	concern	cause
investment	spending	purpose
currency	regulation	objective
village	pariah	loc_part_whole
profit	improvement	objective
city	police	owner_emp_use
school	activity	causal
helicopter	engine	loc_part_whole
pension	manager	objective
preseason	poll	time
contract	offer	objective
race	track	purpose
noise	pollution	containment
afforestation	project	purpose
newspaper	reader	objective
mood	swing	causal
work	contract	topical
accounting	method	purpose
product	figure	topical
virus	monitoring	objective
opposition	commander	objective
week	suspension	other
engine	order	objective
government	assistance	causal
visitor	center	owner_emp_use
future	broker	objective
plastic	plant	purpose
entry	level	containment
fuel	company	purpose
serving	platter	purpose
hybrid	seed	purpose
enterprise	management	objective
month	freeze	other
campaign	consultant	topical
stage	show	loc_part_whole
merger	plan	objective
space	odyssey	loc_part_whole
cult	classic	other
state	board	owner_emp_use
finance	subsidiary	purpose
prison	program	other
pay	television	other
weapon	capability	purpose
speaking	engagement	purpose
foot	tanker	other
minority	area	containment
beverage	container	objective
trade	problem	other
halftime	show	time
tariff	rate	complement
ski	buff	topical
tartan	plaid	attribute
dollar	contract	other
layout	description	objective
birthday	celebration	objective
wine	export	objective
price	gap	other
rights	organization	other
price	inspection	objective
bypass	operation	purpose
interestrate	trend	complement
worker	claim	causal
ticket	price	complement
country	equestrian	loc_part_whole
injury	update	topical
reform	issue	topical
buy-out	fever	other
video	game	causal
fraud	scandal	other
border	check	loc_part_whole
policy	formulation	objective
compromise	package	attribute
management	cost	complement
thought	process	purpose
landmark	law	attribute
island	territory	attribute
street	festival	loc_part_whole
morale	boost	objective
buying	interest	other
security	organization	purpose
state	body	owner_emp_use
management	contract	topical
coca	cultivation	objective
oak	tree	attribute
labor	board	purpose
stimulus	package	topical
information	specialist	topical
casting	director	objective
income	disparity	complement
street	theater	loc_part_whole
pizza	chain	purpose
word	processing	objective
baseball	stadium	purpose
merger	expense	causal
cotton	shirt	containment
photo	illustration	attribute
deficit	disorder	other
fund	market	purpose
consumer	magazine	owner_emp_use
market	fluctuation	causal
tax	level	containment
opera	fan	complement
fashion	house	purpose
school	construction	objective
banking	share	complement
value	index	objective
pick	pocket	other
member	state	attribute
reagan era	neglect	time
currency	system	purpose
family	fortune	owner_emp_use
cable	company	purpose
campaign	coffer	owner_emp_use
relief	package	purpose
government	panel	owner_emp_use
independence	declaration	objective
fall	election	time
election	law	topical
car	plant	purpose
maintenance	payment	purpose
river	system	containment
verification	mission	purpose
oxide	concentration	containment
passenger	capacity	purpose
inflation	hedge	purpose
publishing	concern	other
summit	agreement	loc_part_whole
racketeering	indictment	causal
oil	import	objective
poker	ban	objective
tour	event	attribute
trading	income	causal
cash	need	objective
defendant	right	owner_emp_use
spending	money	purpose
tax	return	other
worker	comfort	cause
party	fund	purpose
worker	compensation	objective
health	matter	topical
disk	space	loc_part_whole
government	property	owner_emp_use
horror	movie	other
blood	level	containment
campaign	literature	owner_emp_use
arbitrage	trader	other
missile	issue	topical
screen	saver	objective
desk	job	loc_part_whole
printing	press	purpose
river	bank	loc_part_whole
loyalist	group	containment
investor	attention	causal
brain	development	objective
manufacturing	center	purpose
video	conference	causal
communication	division	purpose
age	restriction	objective
development	programme	purpose
access	number	purpose
sellout	crowd	other
government	post	owner_emp_use
audio	file	topical
spending	pattern	complement
battlefield	guidebook	topical
month	recess	other
asylum	policy	topical
data	recorder	objective
successor	state	attribute
work	report	topical
voice	recorder	objective
project	management	objective
jungle	camp	loc_part_whole
landscape	fragment	loc_part_whole
month	project	other
salt	smuggling	objective
mass	program	attribute
replacement	therapy	causal
gang	activity	causal
mass	killing	attribute
analysis	firm	purpose
repurchase	program	purpose
biotechnology	industry	purpose
launching	ceremony	purpose
killer	pass	attribute
election	system	purpose
apartment	tower	containment
meters	event	other
exercise	bike	purpose
metro	station	owner_emp_use
propaganda	work	other
performance	measure	objective
insurance	regulation	objective
government	forecast	causal
fauna	death	causal
service	winner	other
bank	executive	complement
union	headquarters	owner_emp_use
shareholder	right	owner_emp_use
learning	institution	purpose
expansion	strategy	purpose
pound	lineman	other
customs	system	purpose
town	official	owner_emp_use
sugar	program	other
relief	project	purpose
preseason	game	time
television	correspondent	loc_part_whole
party	spokesman	owner_emp_use
singles	championship	attribute
opposition	spokesman	owner_emp_use
bathroom	wall	loc_part_whole
dividend	bonus	attribute
league	spokesman	owner_emp_use
arm	maker	objective
youth	delegation	containment
borrowing	authority	purpose
disability	pension	causal
army	private	owner_emp_use
arms	expert	topical
recording	career	purpose
resistance	level	containment
travel	authorization	objective
staff	salary	owner_emp_use
ministry	spokesman	owner_emp_use
tobacco	suit	other
vehicle	manufacturer	objective
coal	output	containment
terror	attack	purpose
water	obstacle	containment
celebrity	birthday	complement
office	market	other
bureau	spokesman	owner_emp_use
arms	company	purpose
highway	assistance	loc_part_whole
week	series	other
fund	shortage	complement
charity	group	purpose
investment	concern	other
gambling	debt	causal
denim	jacket	containment
newspaper	publisher	objective
equity	research	objective
retail	sector	purpose
merger	wave	containment
friendship	treaty	topical
market	confidence	other
interest	firm	other
football	hero	complement
tennis	team	purpose
city	property	owner_emp_use
aid	issue	topical
time	champion	other
medicine	fair	complement
competition	issue	topical
suicide	note	topical
refugee	population	containment
investment	salesman	purpose
school	violence	loc_part_whole
compensation	committee	purpose
pyramid	scheme	attribute
paint	shop	purpose
computer	manufacturer	objective
citizen	initiative	causal
deportation	order	objective
cigarette	market	purpose
plea	deal	topical
shopping	opportunity	purpose
metal	rack	containment
adjustment	process	attribute
navy	commander	owner_emp_use
passenger	complaint	causal
refund	check	attribute
equity	holding	attribute
mill	worker	loc_part_whole
product	cycle	complement
media	exposure	other
takeover	trader	objective
retirement	pension	purpose
construction	cost	complement
pedestrian	interview	objective
smuggling	charge	attribute
show	trial	causal
interference	penalty	causal
day	ordeal	other
immigration	official	purpose
utility	emission	causal
tanker	spill	causal
terror	organization	purpose
id	card	topical
retail	product	purpose
rice	cake	containment
endorsement	deal	topical
problem	property	attribute
sales	increase	objective
clothing	line	containment
investment	institution	purpose
payroll	operation	purpose
nonpayment	crisis	other
cancer	education	topical
court	official	owner_emp_use
product	subsidy	objective
inauguration	ceremony	purpose
launch	date	time
dollar	figure	other
car	salesman	objective
distribution	center	purpose
investor	request	causal
chief	accountant	attribute
computer	stock	complement
market	town	containment
underwriting	loss	causal
grain	analyst	objective
television	newscast	loc_part_whole
funding	program	purpose
airlines	stock	complement
point	leader	other
establishment	candidate	loc_part_whole
state	level	complement
skill	shortage	complement
offseason	surgery	time
production	scale	complement
member	country	attribute
golf	shirt	purpose
trivia	column	topical
earnings	ratio	complement
peace	dialogue	topical
priority	list	containment
investment	agreement	topical
mass	hysteria	attribute
rebel	leader	attribute
day	flight	other
export	credit	causal
church	choir	owner_emp_use
series	game	time
police	department	purpose
equipment	change	objective
acquisition	proposal	objective
spending	target	purpose
machinery	salesman	objective
flagship	brand	attribute
aircraft	manufacturer	objective
pipeline	firm	purpose
fraud	allegation	topical
traffic	jam	objective
pound	senior	other
engineering	unit	purpose
buy	order	objective
export	income	causal
yard	punt	other
drug	cartel	purpose
penalty	agony	causal
pilgrim	flood	objective
aid	expert	topical
land	value	complement
jazz	club	purpose
minute	segment	other
income tax	rate	complement
airline	reservation	objective
rescue	equipment	purpose
debt	accord	topical
hairline	crack	attribute
time	frame	complement
basin	country	loc_part_whole
office	employee	owner_emp_use
movement	leader	objective
car	cost	complement
coal	sector	purpose
operation	room	purpose
cough	liquid	purpose
depository	share	complement
road	problem	other
hour	workout	other
office	machine	loc_part_whole
processing	capacity	purpose
livestock	farmer	objective
research	field	purpose
hour	trip	other
flight	arrival	causal
jail	solution	other
mountain	biking	loc_part_whole
draft	accord	attribute
coast	highway	loc_part_whole
playing	surface	purpose
cowboy	bandanna	owner_emp_use
infection	rate	complement
homeland	leader	objective
budget	matter	topical
output	quota	purpose
accident	investigation	objective
trademark	infringement	objective
advertising	director	objective
part	industry	purpose
union	leader	objective
funding	project	purpose
stage	debut	loc_part_whole
weapons	team	causal
cocaine	use	objective
policy	development	objective
software	market	purpose
training	academy	purpose
car	producer	objective
bus	operator	objective
customer	traffic	containment
security	department	purpose
ballast	tank	containment
poll	result	causal
property	asset	attribute
government	school	owner_emp_use
rightfield	wall	loc_part_whole
deposit	insurance	objective
coup	plotter	objective
labour	shortage	complement
transport	aircraft	purpose
party	member	loc_part_whole
security	flaw	other
training	ground	purpose
coffee	saucer	containment
crystal	chandelier	containment
tofu	ball	containment
car	standard	topical
control	division	purpose
spring	crop	time
food	additive	other
boat	owner	objective
powerhouse	competitor	attribute
policy	speech	topical
heroin	use	objective
self	sufficiency	complement
nursing home	equipment	loc_part_whole
weightlifting	championship	attribute
star	performer	attribute
fee	structure	containment
day	sale	other
price	increase	objective
securities	firm	purpose
iron	stand	containment
rescue	worker	purpose
company	manager	objective
mortgage	payment	objective
credit	development	objective
child	neglect	objective
retail	company	purpose
city	level	complement
van	plant	purpose
residency	program	other
jewelry	maker	objective
fundamentalist	group	containment
tomato	sauce	containment
science	professor	topical
lawyer	misconduct	causal
travel	agent	purpose
drug	informant	topical
gelatin	capsule	containment
emergency	restriction	time
motor	damages	objective
aerospace	company	other
prison	system	purpose
quail	embryo	attribute
island	newspaper	loc_part_whole
evening	session	time
immigration	office	purpose
job	center	purpose
scholarship	program	purpose
non-warranty	work	other
filing	fee	purpose
excise	tax	objective
quarterback	job	attribute
research	professor	topical
pollution	level	containment
election	day	time
truck	industry	owner_emp_use
rice	import	objective
rice	farmer	objective
doughnut	shop	purpose
player	salary	owner_emp_use
fall	season	attribute
airline	company	owner_emp_use
core	atheist	attribute
hour	comedy	other
bombing	attack	causal
art	festival	complement
profit	increase	objective
screen	name	other
information	exchange	objective
relations	officer	purpose
cockpit	crew	loc_part_whole
traffic	tie-up	objective
team	meeting	causal
fighter	pilot	objective
host	family	attribute
state	health	complement
classroom	work	loc_part_whole
head	trader	attribute
maintenance	contract	topical
grain	reserve	containment
auction	history	complement
core	attribute	attribute
grape	juice	containment
enforcement	agent	purpose
career	win	time
government	sale	causal
abortion	provider	objective
oil	state	purpose
roundtable	meeting	attribute
bus	boycott	objective
handling	fee	purpose
election	coverage	objective
baby	formula	owner_emp_use
apartment	door	loc_part_whole
watershed	event	attribute
livestock	futures	other
core	malefactor	attribute
steel	manufacturer	objective
steel	division	purpose
wartime	etiquette	time
family	home	owner_emp_use
talent	fair	complement
videotape	recorder	causal
drink	company	purpose
study	program	purpose
risk	concentration	containment
book	critic	objective
space station	funding	objective
telephone	bidder	causal
exclusion	zone	purpose
draft	lottery	purpose
demo	tape	topical
orange	juice	containment
homeowner	association	containment
christian	minority	containment
health	fair	complement
teacher	group	containment
city	church	loc_part_whole
commission	proposal	causal
shopping	village	purpose
policy	decision	topical
study	participant	other
paper	asset	containment
creditor	lawsuit	causal
wage	bargaining	topical
morning	newspaper	time
retirement	security	complement
security	trader	objective
property	value	complement
management	issue	topical
rate	reduction	objective
soccer	championship	attribute
cocoa	importer	objective
drug	trafficker	objective
dealer	showroom	owner_emp_use
woman	bishop	attribute
visa	request	objective
election	office	purpose
art	law	topical
video	poker	causal
whale	hunt	objective
steam	generator	causal
therapy	experiment	other
cement	plant	purpose
hurricane	wind	causal
landing	area	containment
profit	taking	objective
travel	policy	topical
business	datum	topical
pipeline	company	purpose
preseason	opener	time
celebrity	kid	attribute
sex	abuse	other
restoration	project	purpose
ceiling	price	complement
buying	frenzy	other
assembly line	worker	loc_part_whole
army	division	loc_part_whole
market	movement	objective
dollar	selling	objective
radiation	therapy	causal
recluse	bite	causal
loan	officer	purpose
combat	plane	purpose
security	people	purpose
compromise	legislation	attribute
program	manager	objective
airline	deregulation	objective
anthrax	vaccine	purpose
home	visit	loc_part_whole
cancer	research	objective
interview	session	purpose
electronics	plant	purpose
hour	practice	other
back	injury	loc_part_whole
rabbit	death	causal
peasant	party	containment
population	estimate	topical
party	convention	causal
spying	charge	attribute
family	dog	owner_emp_use
hamstring	injury	loc_part_whole
housing	start	objective
restaurant	meal	causal
highway	officer	loc_part_whole
handling	capacity	purpose
death	count	containment
hotel	lobby	loc_part_whole
ministry	building	owner_emp_use
overtime	victory	time
radio	network	purpose
semiconductor	product	containment
salvage	ship	purpose
furniture	manufacturer	objective
refugee	policy	topical
steel	price	complement
rejection	rate	complement
club	manager	objective
reduction	plan	objective
government	asset	owner_emp_use
office	company	other
vote	count	containment
fee	increase	objective
prison	spokesman	owner_emp_use
nutrition	information	topical
money	issue	topical
steel	reinforcement	containment
debt	crisis	other
vegetarian	diet	owner_emp_use
cash	distribution	objective
safety	inspector	objective
psyllium	product	containment
pace	car	purpose
prosecution	team	purpose
aids	sufferer	causal
alloy	wheel	containment
year	progress	other
art	fetishist	topical
safety	expert	topical
month	lockout	other
crack	cocaine	attribute
world	security	complement
rail	service	causal
spring	game	time
print	ad	containment
gutter	language	other
advertising	market	other
unification	talk	topical
arms	purchase	objective
computer	data	loc_part_whole
semiconductor	wafer	containment
state	decision	causal
economy	class	topical
guarantee	program	purpose
goods	sale	objective
shoe	shop	purpose
train	accident	other
core	margin	attribute
arms	pact	topical
plant	accident	loc_part_whole
list	price	complement
property	stock	complement
euro	zone	containment
analysis	branch	purpose
minority	member	loc_part_whole
magazine	story	loc_part_whole
tar	bucket	containment
state	laboratory	owner_emp_use
bowl	appearance	time
investment	pro	purpose
throat	cancer	loc_part_whole
missile	development	objective
shipping	container	purpose
steel	talk	topical
city	government	objective
education	expense	causal
account	information	topical
manufacturing	activity	attribute
water	use	objective
hula	hoop	purpose
stock market	fear	topical
coca	leaf	loc_part_whole
inventory	adjustment	objective
child	official	purpose
core	rap	attribute
garage	area	containment
consumer	concern	cause
snow	country	containment
debt	reduction	objective
rating	system	purpose
water	level	containment
toy	vehicle	attribute
copper	trader	objective
millennium	bug	time
accounting	record	complement
poverty	reduction	objective
investment	issue	topical
payroll	figure	topical
manufacturing	cost	complement
department-store	sale	objective
night	guard	time
suicide	attempt	purpose
traffic	disruption	objective
ammunition	dump	containment
land	swap	objective
shower	head	loc_part_whole
corn	farmer	objective
neighborhood	school	loc_part_whole
investor	concern	cause
employee	clout	complement
family	artifact	owner_emp_use
minority	issue	topical
diehard	fan	attribute
shareholding	structure	complement
industry	spokesman	owner_emp_use
stomach	muscle	loc_part_whole
core	problem	attribute
helicopter	crash	objective
year	freeze	other
employer	group	containment
apple	storage	objective
oil	concern	other
month	ending	other
weight	problem	other
enterprise	manager	objective
bank	creditor	owner_emp_use
core	expert	attribute
computer	user	objective
compromise	version	attribute
dealer	location	containment
consultation	paper	purpose
electronics	retailer	objective
military	commander	objective
budget	summit	topical
halogen	light	causal
merchant	vessel	owner_emp_use
system	engineer	objective
employee	abuse	objective
drilling	division	purpose
deputy	chairman	attribute
temple	complex	containment
clergy	member	loc_part_whole
technology	system	purpose
race	discrimination	causal
future	analyst	objective
consultation	service	attribute
body	builder	objective
government	researcher	owner_emp_use
service	network	purpose
pain	medication	purpose
power	plant	purpose
ultrasound	scan	causal
infertility	treatment	purpose
student	pilot	attribute
victim	complaint	causal
foot	tower	other
truck	driver	objective
lunch	program	purpose
core	sex	attribute
minute	call	other
intelligence	network	purpose
security	sector	purpose
state	support	causal
target	market	purpose
bonus	system	other
rib	injury	loc_part_whole
fan	support	causal
government	project	owner_emp_use
spending	limit	objective
student	anger	cause
industry	calm	other
one-out	walk	time
aircraft	accident	other
army	service	other
carp	death	causal
goodwill	game	purpose
protection	work	purpose
penalty	revenue	causal
weapon	importer	objective
reporting	system	purpose
route	authority	purpose
copper	use	objective
year	hiatus	other
oil	income	causal
diesel	price	complement
party	cleanup	objective
business	behavior	causal
jury	pool	containment
government	propaganda	owner_emp_use
police	expert	owner_emp_use
summer	rally	time
loan	trouble	other
railway	official	owner_emp_use
transmission	network	purpose
labor	legislation	topical
price	decline	causal
rebel	stronghold	owner_emp_use
animal	regulation	objective
meters	deep	other
travel	map	purpose
multimedia	package	containment
recovery	period	time
survey	committee	purpose
bike	company	purpose
credit	market	purpose
nonoperating	earnings	causal
television	industry	purpose
art	thief	objective
commodity	administration	objective
earthquake	victim	complement
construction	loan	purpose
stock	quote	objective
rape	victim	complement
desktop	model	loc_part_whole
sport	network	other
airline	merger	causal
surveillance	gear	purpose
injury	rate	complement
terror	recommendation	other
foot	vessel	other
condemnation	cost	complement
work	problem	other
consumer	level	containment
storage	facility	purpose
comedy	show	attribute
buyout	plan	objective
perjury	count	containment
protest	letter	topical
policy	institute	other
fuel	leak	objective
village	life	loc_part_whole
lead	guitarist	attribute
student	killing	objective
pregame	ceremony	time
health	emergency	other
automation	system	purpose
student	database	topical
steam	boat	causal
cow	pasture	owner_emp_use
state	project	owner_emp_use
cash	resource	containment
machinery	maker	objective
compensation	scheme	other
profit	level	containment
price	index	objective
cleanup	work	purpose
flight	delay	objective
hurricane	strength	complement
student	right	owner_emp_use
operation	mechanism	purpose
state	police	owner_emp_use
policy	organization	owner_emp_use
cargo	service	purpose
motorist	confusion	cause
narcotic	trade	objective
security	question	topical
image	advertising	causal
portal	site	attribute
core	substance	attribute
hour	documentary	other
police	questioning	causal
airport	site	containment
student	teacher	attribute
portrait	studio	purpose
price	break	objective
shipyard	service	loc_part_whole
point	range	other
construction	activity	attribute
state	ruling	causal
costume	change	objective
centre	stage	loc_part_whole
elbow	problem	loc_part_whole
multiyear	contract	other
football	championship	attribute
export	control	objective
day	auction	other
flight	director	objective
ticket	sale	objective
youth	conservation	objective
merchandise	report	topical
month	money	other
golf	resort	purpose
logging	road	purpose
apple	crop	attribute
electricity	cost	complement
insurance	stock	complement
ownership	change	objective
cigarette	line	containment
sharing	plan	objective
cargo	traffic	purpose
minority	voter	loc_part_whole
undergraduate	student	attribute
crisis	level	complement
telecommunication	service	attribute
greenhouse	emission	objective
asylum	case	other
noodle	stand	purpose
burial	ceremony	purpose
cowboy	attire	owner_emp_use
manufacturing	division	purpose
motel	room	loc_part_whole
world	index	objective
product	unit	purpose
gaming	industry	purpose
media	baron	purpose
state	tax	owner_emp_use
acquisition	financing	objective
cholera	epidemic	complement
meters	final	other
massage	advocate	objective
gold	jewelry	containment
year	association	other
car	service	causal
conspiracy	theorist	topical
opposition	deputy	loc_part_whole
'80s	capitalism	time
conference	participant	other
defense	effort	purpose
government	pressure	causal
club	owner	objective
penalty	reform	objective
saw	blade	loc_part_whole
dam	builder	objective
time	selection	objective
army	radio	owner_emp_use
ticket	information	topical
flea	market	other
product	market	purpose
transplant	program	purpose
government	loan	causal
goods	market	purpose
sugar	market	purpose
travel	brief	topical
cigarette	advertising	objective
surprise	visit	attribute
supervision	department	purpose
year	beginning	other
team	image	topical
gas	group	purpose
input	price	complement
market	approach	other
defense	system	purpose
evening	thunderstorm	time
soccer	match	attribute
wheat	price	complement
day	strike	other
industry	source	owner_emp_use
family	therapist	owner_emp_use
state	institution	owner_emp_use
market	strategist	topical
publishing	consultant	topical
knee	injury	loc_part_whole
member	government	attribute
equipment	problem	other
railroad	crossing	other
meeting	participant	other
corn	kernel	loc_part_whole
unionist	party	containment
speed	trap	other
body	clock	loc_part_whole
market	system	purpose
winter	warning	topical
television	evangelist	loc_part_whole
power	amplifier	objective
sport	authority	purpose
aircraft	mechanic	purpose
bike	path	owner_emp_use
abortion	ruling	topical
homework	assignment	objective
investigation	division	purpose
sports	columnist	topical
time	travel	other
junkyard	blast	loc_part_whole
drought	aid	purpose
loyalist	troop	containment
budget	statement	topical
finance	issue	topical
association	meeting	causal
law	office	purpose
distress	call	topical
resident	protection	objective
physics	whizz	topical
school	loner	loc_part_whole
government	organization	loc_part_whole
design	problem	other
abortion	medication	purpose
election	success	time
equipment	manager	objective
movie	sale	objective
ceramics	research	objective
rugby	league	purpose
sham	transaction	attribute
state	park	owner_emp_use
city	airport	owner_emp_use
youth	center	owner_emp_use
army	raid	causal
assignment	system	purpose
velvet	turban	containment
textbook	publisher	objective
water	molecule	containment
breeding	center	purpose
minute	program	other
car	stereo	loc_part_whole
completion	rate	complement
network	server	loc_part_whole
apartment	complex	containment
celebrity	status	complement
utilization	review	objective
christian	town	containment
revival	meeting	purpose
college	student	loc_part_whole
technology	conference	topical
crash	investigator	objective
time	winner	other
laboratory	rat	loc_part_whole
state	chief	complement
schoolboy	comedy	topical
browser	user	objective
comedy	special	other
gold	concern	other
aviation	agreement	topical
degrees	longitude	other
food	retailer	objective
designer	clothing	causal
selling	space	purpose
leather	jacket	containment
tax	subsidy	objective
ticket	pricing	objective
stone	tablet	containment
pizza	restaurant	purpose
basketball	program	purpose
construction	machinery	purpose
funding	mechanism	purpose
division	head	complement
subway	tunnel	owner_emp_use
health	industry	purpose
fuel	supply	containment
aluminum	price	complement
grade	wool	other
arms	inspection	objective
phytoplankton	concentration	containment
extradition	request	objective
fan	protection	objective
development	office	purpose
mile	drive	other
combat	unit	purpose
core	erotica	attribute
